village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.05.14.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CIBUNAR,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2003;open_data_jabar:32.05.14.2003;kodepos_dev:32.05.14.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1621;open_data_jabar:19147;kodepos_dev:1621,2026-08-11
32.05.14.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CIKARANG,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2004;open_data_jabar:32.05.14.2004;kodepos_dev:32.05.14.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1622;open_data_jabar:19149;kodepos_dev:1622,2026-08-11
32.05.14.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,SAKAWAYANG,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2005;open_data_jabar:32.05.14.2005;kodepos_dev:32.05.14.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1623;open_data_jabar:19150;kodepos_dev:1623,2026-08-11
32.05.14.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,MEKARASIH,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2006;open_data_jabar:32.05.14.2006;kodepos_dev:32.05.14.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1624;open_data_jabar:19151;kodepos_dev:1624,2026-08-11
32.05.14.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CISITU,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2007;open_data_jabar:32.05.14.2007;kodepos_dev:32.05.14.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1625;open_data_jabar:19152;kodepos_dev:1625,2026-08-11
32.05.14.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CAMPAKA,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2008;open_data_jabar:32.05.14.2008;kodepos_dev:32.05.14.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1626;open_data_jabar:19153;kodepos_dev:1626,2026-08-11
32.05.14.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,LEWOBARU,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2009;open_data_jabar:32.05.14.2009;kodepos_dev:32.05.14.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1627;open_data_jabar:19154;kodepos_dev:1627,2026-08-11
32.05.14.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,SUKAMANAH,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2010;open_data_jabar:32.05.14.2010;kodepos_dev:32.05.14.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1628;open_data_jabar:19155;kodepos_dev:1628,2026-08-11
32.05.14.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CILAMPUYANG,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2011;open_data_jabar:32.05.14.2011;kodepos_dev:32.05.14.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1629;open_data_jabar:19156;kodepos_dev:1629,2026-08-11
32.05.14.2012,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CINAGARA,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2012;open_data_jabar:32.05.14.2012;kodepos_dev:32.05.14.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1630;open_data_jabar:19157;kodepos_dev:1630,2026-08-11
32.05.14.2013,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,SUKARATU,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2013;open_data_jabar:32.05.14.2013;kodepos_dev:32.05.14.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1631;open_data_jabar:19158;kodepos_dev:1631,2026-08-11
32.05.14.2014,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CITERAS,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2014;open_data_jabar:32.05.14.2014;kodepos_dev:32.05.14.2014,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1632;open_data_jabar:19160;kodepos_dev:1632,2026-08-11
32.05.14.2015,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,SUKARASA,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2015;open_data_jabar:32.05.14.2015;kodepos_dev:32.05.14.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1633;open_data_jabar:19161;kodepos_dev:1633,2026-08-11
32.05.14.2016,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,SEKARWANGI,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2016;open_data_jabar:32.05.14.2016;kodepos_dev:32.05.14.2016,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1634;open_data_jabar:19162;kodepos_dev:1634,2026-08-11
32.05.14.2017,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,KUTANAGARA,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2017;open_data_jabar:32.05.14.2017;kodepos_dev:32.05.14.2017,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1635;open_data_jabar:19163;kodepos_dev:1635,2026-08-11
32.05.14.2018,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,SANDING,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2018;open_data_jabar:32.05.14.2018;kodepos_dev:32.05.14.2018,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1636;open_data_jabar:19164;kodepos_dev:1636,2026-08-11
32.05.14.2019,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,CIHAURKUNING,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2019;open_data_jabar:32.05.14.2019;kodepos_dev:32.05.14.2019,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1637;open_data_jabar:19165;kodepos_dev:1637,2026-08-11
32.05.14.2020,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,BARU DUA,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2020;open_data_jabar:32.05.14.2020;kodepos_dev:32.05.14.2020,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1638;open_data_jabar:19166;kodepos_dev:1638,2026-08-11
32.05.14.2021,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,SUKAJAYA,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2021;open_data_jabar:32.05.14.2021;kodepos_dev:32.05.14.2021,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1639;open_data_jabar:19167;kodepos_dev:1639,2026-08-11
32.05.14.2022,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,BUNISARI,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2022;open_data_jabar:32.05.14.2022;kodepos_dev:32.05.14.2022,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1640;open_data_jabar:19168;kodepos_dev:1640,2026-08-11
32.05.14.2023,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,MEKARMULYA,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2023;open_data_jabar:32.05.14.2023;kodepos_dev:32.05.14.2023,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1641;open_data_jabar:19169;kodepos_dev:1641,2026-08-11
32.05.14.2024,32,JAWA BARAT,32.05,KAB. GARUT,32.05.14,MALANGBONG,GIRIMAKMUR,44188,,,,44188,44188,44188,44188,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.14.2024;open_data_jabar:32.05.14.2024;kodepos_dev:32.05.14.2024,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1642;open_data_jabar:19171;kodepos_dev:1642,2026-08-11
32.05.17.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,BAYONGBONG,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2001;open_data_jabar:32.05.17.2001;kodepos_dev:32.05.17.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1658;open_data_jabar:19188;kodepos_dev:1658,2026-08-11
32.05.17.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,PANEMBONG,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2002;open_data_jabar:32.05.17.2002;kodepos_dev:32.05.17.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1659;open_data_jabar:19189;kodepos_dev:1659,2026-08-11
32.05.17.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,HEGARMANAH,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2003;open_data_jabar:32.05.17.2003;kodepos_dev:32.05.17.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1660;open_data_jabar:19190;kodepos_dev:1660,2026-08-11
32.05.17.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,SELAKURAY,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2004;open_data_jabar:32.05.17.2004;kodepos_dev:32.05.17.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1661;open_data_jabar:19191;kodepos_dev:1661,2026-08-11
32.05.17.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,KARYAJAYA,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2005;open_data_jabar:32.05.17.2005;kodepos_dev:32.05.17.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1662;open_data_jabar:19193;kodepos_dev:1662,2026-08-11
32.05.17.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,MULYASARI,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2006;open_data_jabar:32.05.17.2006;kodepos_dev:32.05.17.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1663;open_data_jabar:19194;kodepos_dev:1663,2026-08-11
32.05.17.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,PAMALAYAN,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2007;open_data_jabar:32.05.17.2007;kodepos_dev:32.05.17.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1664;open_data_jabar:19195;kodepos_dev:1664,2026-08-11
32.05.17.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,MEKARSARI,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2008;open_data_jabar:32.05.17.2008;kodepos_dev:32.05.17.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1665;open_data_jabar:19196;kodepos_dev:1665,2026-08-11
32.05.17.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,CIBURUY,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2009;open_data_jabar:32.05.17.2009;kodepos_dev:32.05.17.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1666;open_data_jabar:19197;kodepos_dev:1666,2026-08-11
32.05.17.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,CIELA,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2010;open_data_jabar:32.05.17.2010;kodepos_dev:32.05.17.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1667;open_data_jabar:19198;kodepos_dev:1667,2026-08-11
32.05.17.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,CIKEDOKAN,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2011;open_data_jabar:32.05.17.2011;kodepos_dev:32.05.17.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1668;open_data_jabar:19199;kodepos_dev:1668,2026-08-11
32.05.17.2012,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,BANJARSARI,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2012;open_data_jabar:32.05.17.2012;kodepos_dev:32.05.17.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1669;open_data_jabar:19200;kodepos_dev:1669,2026-08-11
32.05.17.2013,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,SUKASENANG,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2013;open_data_jabar:32.05.17.2013;kodepos_dev:32.05.17.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1670;open_data_jabar:19201;kodepos_dev:1670,2026-08-11
32.05.17.2014,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,MEKARJAYA,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2014;open_data_jabar:32.05.17.2014;kodepos_dev:32.05.17.2014,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1671;open_data_jabar:19202;kodepos_dev:1671,2026-08-11
32.05.17.2015,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,SIRNAGALIH,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2015;open_data_jabar:32.05.17.2015;kodepos_dev:32.05.17.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1672;open_data_jabar:19204;kodepos_dev:1672,2026-08-11
32.05.17.2016,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,SUKARAME,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2016;open_data_jabar:32.05.17.2016;kodepos_dev:32.05.17.2016,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1673;open_data_jabar:19205;kodepos_dev:1673,2026-08-11
32.05.17.2017,32,JAWA BARAT,32.05,KAB. GARUT,32.05.17,BAYONGBONG,CINISTI,44162,,,,44162,44162,44162,44162,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.17.2017;open_data_jabar:32.05.17.2017;kodepos_dev:32.05.17.2017,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1674;open_data_jabar:19206;kodepos_dev:1674,2026-08-11
32.05.19.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,CILAWU,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2001;open_data_jabar:32.05.19.2001;kodepos_dev:32.05.19.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1681;open_data_jabar:19213;kodepos_dev:1681,2026-08-11
32.05.19.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,SUKAMUKTI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2002;open_data_jabar:32.05.19.2002;kodepos_dev:32.05.19.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1682;open_data_jabar:19215;kodepos_dev:1682,2026-08-11
32.05.19.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,KARYAMEKAR,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2003;open_data_jabar:32.05.19.2003;kodepos_dev:32.05.19.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1683;open_data_jabar:19216;kodepos_dev:1683,2026-08-11
32.05.19.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,DAWUNGSARI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2004;open_data_jabar:32.05.19.2004;kodepos_dev:32.05.19.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1684;open_data_jabar:19217;kodepos_dev:1684,2026-08-11
32.05.19.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,PASANGGRAHAN,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2005;open_data_jabar:32.05.19.2005;kodepos_dev:32.05.19.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1685;open_data_jabar:19218;kodepos_dev:1685,2026-08-11
32.05.19.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,SUKAHATI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2006;open_data_jabar:32.05.19.2006;kodepos_dev:32.05.19.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1686;open_data_jabar:19219;kodepos_dev:1686,2026-08-11
32.05.19.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,MEKARSARI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2007;open_data_jabar:32.05.19.2007;kodepos_dev:32.05.19.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1687;open_data_jabar:19220;kodepos_dev:1687,2026-08-11
32.05.19.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,MEKARMUKTI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2008;open_data_jabar:32.05.19.2008;kodepos_dev:32.05.19.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1688;open_data_jabar:19221;kodepos_dev:1688,2026-08-11
32.05.19.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,DESAKOLOT,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2009;open_data_jabar:32.05.19.2009;kodepos_dev:32.05.19.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1689;open_data_jabar:19222;kodepos_dev:1689,2026-08-11
32.05.19.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,NGAMPLANGSARI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2010;open_data_jabar:32.05.19.2010;kodepos_dev:32.05.19.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1690;open_data_jabar:19223;kodepos_dev:1690,2026-08-11
32.05.19.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,MARGALAKSANA,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2011;open_data_jabar:32.05.19.2011;kodepos_dev:32.05.19.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1691;open_data_jabar:19224;kodepos_dev:1691,2026-08-11
32.05.19.2012,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,DANGIANG,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2012;open_data_jabar:32.05.19.2012;kodepos_dev:32.05.19.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1692;open_data_jabar:19227;kodepos_dev:1692,2026-08-11
32.05.19.2013,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,DAYEUHMANGGUNG,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2013;open_data_jabar:32.05.19.2013;kodepos_dev:32.05.19.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1693;open_data_jabar:19228;kodepos_dev:1693,2026-08-11
32.05.19.2014,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,SUKAMAJU,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2014;open_data_jabar:32.05.19.2014;kodepos_dev:32.05.19.2014,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1694;open_data_jabar:19229;kodepos_dev:1694,2026-08-11
32.05.19.2015,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,MANGURAKYAT,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2015;open_data_jabar:32.05.19.2015;kodepos_dev:32.05.19.2015,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1695;open_data_jabar:19230;kodepos_dev:1695,2026-08-11
32.05.19.2016,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,NGAMPLANG,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2016;open_data_jabar:32.05.19.2016;kodepos_dev:32.05.19.2016,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1696;open_data_jabar:19231;kodepos_dev:1696,2026-08-11
32.05.19.2017,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,SUKATANI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2017;open_data_jabar:32.05.19.2017;kodepos_dev:32.05.19.2017,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1697;open_data_jabar:19232;kodepos_dev:1697,2026-08-11
32.05.19.2018,32,JAWA BARAT,32.05,KAB. GARUT,32.05.19,CILAWU,SUKAMURNI,44181,,,,44181,44181,44181,44181,verified_consensus,high,no,All three source values are the same valid five-digit postal code.,no,,diskominfo:32.05.19.2018;open_data_jabar:32.05.19.2018;kodepos_dev:32.05.19.2018,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1698;open_data_jabar:19233;kodepos_dev:1698,2026-08-11
